valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,population_iris,pop_15_64_iris,nb_logement_iris,tx_pauvrete_iris,tx_menages_imposables_iris,dec_med_iris,disp_med_iris,tx_impot_iris,part_rev_act_salarie_iris,part_rev_chomage_iris,part_rev_retraites_iris,tx_emploi_15_64_iris,tx_cdi_iris,nb_generalistes_iris,nb_paramed_iris,nb_com_alim_iris,nb_eq_sportif_iris,densite_population
951670.0,30.0,1.0,3.892731904983521,43.60651397705078,2031.0,1519.0,1455.0,22.06353833,54.93358634,19414.0,18917.0,18.0,54.5,3.6,34.3,49.30875576,77.41935484,5.0,28.0,4.0,1.0,14770.014324367341
951670.0,27.0,1.0,3.898217916488648,43.60659408569336,3904.0,3211.0,2728.0,17.98735369,56.36882129,19928.0,19496.0,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0.0,6.0,6.0,2.0,36161.06955276142
951670.0,27.0,1.0,3.898217916488648,43.60659408569336,3904.0,3211.0,2728.0,17.98735369,56.36882129,19928.0,19496.0,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0.0,6.0,6.0,2.0,36161.06955276142
951670.0,27.0,1.0,3.898217916488648,43.60659408569336,3904.0,3211.0,2728.0,17.98735369,56.36882129,19928.0,19496.0,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0.0,6.0,6.0,2.0,36161.06955276142
228190.0,80.0,4.0,3.9139809608459473,43.61601638793945,2440.0,1761.0,1276.0,23.99765304,52.51101322,16570.0,17283.33333,19.0,71.6,4.6,11.2,61.83986371,88.7195122,2.0,18.0,5.0,7.0,7130.351742798027
104762.0,40.0,2.0,3.85804295539856,43.5901985168457,5374.0,3559.0,2692.0,24.10271374,45.05849133,16010.0,16734.0,14.6,59.9,5.0,28.3,58.16240517,88.68407578,4.0,19.0,7.0,2.0,21518.382938086903
334000.0,26.0,1.0,3.875447988510132,43.60895538330078,2437.0,2085.0,1915.0,27.59253594,45.23135033,16102.0,16792.66667,19.6,56.5,6.0,17.2,48.53717026,60.14580802,3.0,4.0,17.0,1.0,31704.599713512653
72000.0,19.0,1.0,3.879025936126709,43.62348937988281,3680.0,2452.0,2489.0,13.64497789,65.76177285,24186.0,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5.0,10.0,4.0,1.0,7894.318000954958
75000.0,25.0,1.0,3.8853468894958496,43.60317993164063,3169.0,2458.0,2164.0,25.78139449,42.13230572,15536.0,16781.111109999998,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3.0,15.0,13.0,0.0,7257.679452490848
134000.0,48.0,2.0,3.844206094741821,43.641258239746094,5107.0,3986.0,2893.0,25.62361077,45.48889939,15696.0,16668.0,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2.0,13.0,2.0,3.0,17825.879356995065
185000.0,65.0,3.0,3.89314603805542,43.601070404052734,3997.0,3062.0,2969.0,22.69796234,49.74160207,17299.0,17383.33333,16.0,67.2,5.1,20.1,57.90333116,76.89075629999999,2.0,6.0,6.0,0.0,40999.52252108865
215980.0,69.0,3.0,3.893083095550537,43.60912322998047,2691.0,1732.0,1680.0,14.43488943,62.53644315,21282.0,20684.0,17.7,55.9,3.6,33.4,57.39030023,84.06976744,3.0,8.0,3.0,6.0,13369.409517746299
107000.0,30.0,2.0,3.893723964691162,43.60218048095703,3997.0,3062.0,2969.0,22.69796234,49.74160207,17299.0,17383.33333,16.0,67.2,5.1,20.1,57.90333116,76.89075629999999,2.0,6.0,6.0,0.0,37052.36352061117
168000.0,79.0,4.0,3.859257936477661,43.63789749145508,2162.0,1525.0,1235.0,14.02700033,56.67915106,22990.0,21681.42857,22.4,56.3,3.2,22.4,52.0,75.95473833,1.0,0.0,5.0,8.0,5729.746936176985
84000.0,30.0,1.0,3.895463943481445,43.60860443115234,2031.0,1519.0,1455.0,22.06353833,54.93358634,19414.0,18917.0,18.0,54.5,3.6,34.3,49.30875576,77.41935484,5.0,28.0,4.0,1.0,18080.53477638071
210000.0,88.0,4.0,3.821079969406128,43.64134979248047,3945.0,2354.0,1526.0,50.13166557,24.390243899999998,8150.0,12217.3913,9.0,60.0,8.4,27.3,40.27187766,76.33410673,2.0,4.0,3.0,1.0,2928.537322934904
23000.0,37.0,1.0,3.878016948699951,43.61196899414063,2544.0,2167.0,2151.0,32.04874835,41.42427282,15092.0,15980.0,18.2,61.5,4.8,18.7,42.77803415,61.8226601,2.0,4.0,7.0,0.0,39598.917714467614
183000.0,45.0,2.0,3.8593358993530273,43.58147048950195,3975.0,2854.0,1933.0,19.50290449,52.56518082,18102.0,18233.84615,15.9,70.7,5.2,15.6,62.64891381,86.01099572,6.0,18.0,1.0,3.0,127.3277096928219
175000.0,89.0,4.0,3.863359928131104,43.60342025756836,3634.0,2478.0,2076.0,28.932244399999995,50.88253195,16894.0,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3.0,23.0,14.0,0.0,16552.602260066848
137000.0,45.0,2.0,3.844206094741821,43.641258239746094,5107.0,3986.0,2893.0,25.62361077,45.48889939,15696.0,16668.0,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2.0,13.0,2.0,3.0,17825.879356995065
50000.0,25.0,1.0,3.8652288913726807,43.609619140625,2440.0,1868.0,1590.0,22.80461032,52.78884462,20140.0,19768.46154,23.7,51.8,3.9,20.9,47.43040685,74.70414201,8.0,22.0,7.0,1.0,15151.997453445807
321900.0,71.0,3.0,3.87268590927124,43.636985778808594,5483.0,4949.0,3803.0,30.86795736,40.89298370000001,15398.0,16239.0,17.2,62.8,4.0,20.9,32.00646595,64.03806934,3.0,18.0,3.0,3.0,35269.775584911666
7000.0,43.0,2.0,3.90221095085144,43.59605407714844,5166.0,3833.0,3193.0,15.02021019,62.00519143,20928.0,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17.0,43.0,9.0,3.0,10950.183033582683
90000.0,30.0,2.0,3.877465009689331,43.61298751831055,2544.0,2167.0,2151.0,32.04874835,41.42427282,15092.0,15980.0,18.2,61.5,4.8,18.7,42.77803415,61.8226601,2.0,4.0,7.0,0.0,24192.264841636163
150000.0,45.0,0.0,3.867276906967163,43.60513687133789,3634.0,2478.0,2076.0,28.932244399999995,50.88253195,16894.0,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3.0,23.0,14.0,0.0,19226.484163616107
125000.0,28.0,2.0,3.8689448833465576,43.608802795410156,1712.0,1409.0,1226.0,19.0990991,58.13648294,23970.0,22888.0,24.9,49.0,3.3,18.0,47.12562101,66.66666667,9.0,19.0,5.0,2.0,11968.804711125258
75000.0,19.0,1.0,3.867021083831787,43.60995101928711,2440.0,1868.0,1590.0,22.80461032,52.78884462,20140.0,19768.46154,23.7,51.8,3.9,20.9,47.43040685,74.70414201,8.0,22.0,7.0,1.0,13751.392646824765
128000.0,63.0,3.0,3.848305940628052,43.59737014770508,6204.0,4292.0,2939.0,22.74957936,49.45499844,16275.0,17143.0,14.3,75.1,5.9,13.5,65.35414725,85.76952823,3.0,18.0,4.0,9.0,35779.08642368295
160000.0,86.0,4.0,3.8646280765533447,43.594642639160156,5374.0,3559.0,2692.0,24.10271374,45.05849133,16010.0,16734.0,14.6,59.9,5.0,28.3,58.16240517,88.68407578,4.0,19.0,7.0,2.0,3055.8650326277257
142000.0,23.0,1.0,3.8629629611968994,43.6058235168457,3634.0,2478.0,2076.0,28.932244399999995,50.88253195,16894.0,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3.0,23.0,14.0,0.0,11968.804711125258
142000.0,24.0,1.0,3.8629629611968994,43.6058235168457,3634.0,2478.0,2076.0,28.932244399999995,50.88253195,16894.0,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3.0,23.0,14.0,0.0,11968.804711125258
142000.0,24.0,1.0,3.8629629611968994,43.6058235168457,3634.0,2478.0,2076.0,28.932244399999995,50.88253195,16894.0,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3.0,23.0,14.0,0.0,11968.804711125258
170400.0,75.0,3.0,3.8910200595855713,43.61285018920898,2691.0,1732.0,1680.0,14.43488943,62.53644315,21282.0,20684.0,17.7,55.9,3.6,33.4,57.39030023,84.06976744,3.0,8.0,3.0,6.0,27757.440713035176
95000.0,30.0,1.0,3.8830471038818364,43.605857849121094,2668.0,1928.0,2125.0,22.99237326,51.57740279,18724.0,18502.0,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5.0,13.0,7.0,1.0,15788.636001909916
90000.0,55.0,3.0,3.868208885192871,43.61615753173828,2753.0,2242.0,1857.0,14.36657682,61.96498054,24986.0,23408.8,22.2,56.4,3.2,22.0,44.11239964,66.20046620000001,11.0,55.0,3.0,4.0,14515.358904981696
90000.0,55.0,3.0,3.868208885192871,43.61615753173828,2753.0,2242.0,1857.0,14.36657682,61.96498054,24986.0,23408.8,22.2,56.4,3.2,22.0,44.11239964,66.20046620000001,11.0,55.0,3.0,4.0,14515.358904981696
111650.0,36.0,2.0,3.856643915176392,43.59141159057617,2398.0,1575.0,1549.0,15.30032468,57.18981101,19424.0,19387.85714,16.6,58.4,3.8,30.7,65.77777778,85.74380165,4.0,19.0,3.0,1.0,6366.385484641095
97000.0,38.0,2.0,3.894114017486572,43.60111618041992,3997.0,3062.0,2969.0,22.69796234,49.74160207,17299.0,17383.33333,16.0,67.2,5.1,20.1,57.90333116,76.89075629999999,2.0,6.0,6.0,0.0,38198.31290784657
110000.0,34.0,2.0,3.876240968704224,43.62475204467773,2883.0,1964.0,1904.0,13.03216651,67.85992218,25188.0,23835.0,20.4,50.3,2.3,36.1,59.77596741,78.63501484,8.0,17.0,2.0,0.0,20372.433550851503
180000.0,65.0,3.0,3.891834974288941,43.60656356811523,2031.0,1519.0,1455.0,22.06353833,54.93358634,19414.0,18917.0,18.0,54.5,3.6,34.3,49.30875576,77.41935484,5.0,28.0,4.0,1.0,17189.240808530958
112150.0,58.0,3.0,3.847522974014282,43.62018966674805,4326.0,2883.0,2370.0,46.327141999999995,39.43580887,9726.0,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3.0,9.0,13.0,5.0,14388.031195288875
75000.0,20.0,1.0,3.8544399738311768,43.62096405029297,4172.0,3154.0,2795.0,39.91313464,34.23522916,11364.0,13454.444440000001,13.0,63.6,7.1,21.9,51.01458465,77.06167706,6.0,13.0,8.0,0.0,22155.02148655101
505960.0,144.0,4.0,3.877839088439941,43.60566711425781,2515.0,1962.0,1978.0,25.92592593,49.23599321,18062.0,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8.0,17.0,39.0,1.0,22918.98774470794
66590.0,23.0,1.0,3.860817909240722,43.638484954833984,5483.0,4949.0,3803.0,30.86795736,40.89298370000001,15398.0,16239.0,17.2,62.8,4.0,20.9,32.00646595,64.03806934,3.0,18.0,3.0,3.0,21645.710647779724
219000.0,91.0,5.0,3.8770790100097656,43.6033935546875,4567.0,3372.0,3077.0,21.86794208,55.66762728,20564.0,19764.0,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10.0,36.0,14.0,1.0,14006.04806621041
180000.0,68.0,3.0,3.887983083724976,43.59598922729492,3009.0,2000.0,1825.0,15.11279382,62.63595649,21494.0,20615.0,18.7,58.8,3.3,27.7,60.35,84.62273161,6.0,12.0,5.0,2.0,5729.746936176985
110000.0,33.0,2.0,3.8944830894470215,43.60200881958008,3997.0,3062.0,2969.0,22.69796234,49.74160207,17299.0,17383.33333,16.0,67.2,5.1,20.1,57.90333116,76.89075629999999,2.0,6.0,6.0,0.0,61626.6114913258
110000.0,88.0,4.0,3.8646280765533447,43.594642639160156,5374.0,3559.0,2692.0,24.10271374,45.05849133,16010.0,16734.0,14.6,59.9,5.0,28.3,58.16240517,88.68407578,4.0,19.0,7.0,2.0,3055.8650326277257
43000.0,84.0,0.0,3.8460769653320312,43.615989685058594,3068.0,2033.0,1864.0,17.51824818,60.37195994,20454.0,20330.0,18.8,56.2,3.8,28.2,59.66551894,87.7340824,6.0,32.0,5.0,1.0,15406.65287283145
199500.0,79.0,4.0,3.912365913391113,43.61466598510742,2440.0,1761.0,1276.0,23.99765304,52.51101322,16570.0,17283.33333,19.0,71.6,4.6,11.2,61.83986371,88.7195122,2.0,18.0,5.0,7.0,11968.804711125258
133000.0,48.0,2.0,3.835900068283081,43.63253784179688,5367.0,3752.0,2500.0,17.51071967,54.33862434,19234.0,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5.0,30.0,2.0,3.0,8148.9734203406015
145000.0,38.0,2.0,3.881417989730835,43.62873458862305,3375.0,2360.0,1865.0,10.09530533,71.20567376,26816.0,25518.0,23.9,53.9,2.2,25.0,65.29661017,83.18794607,6.0,16.0,3.0,1.0,8658.28425911189
200000.0,83.0,0.0,3.8907959461212163,43.60757446289063,2878.0,2008.0,2022.0,15.31072339,62.33766234,22704.0,21582.0,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7.0,33.0,14.0,6.0,3692.5035810918353
119000.0,41.0,2.0,3.841712951660156,43.61760330200195,4057.0,2735.0,1374.0,62.59501503,16.38477801,6100.0,10594.411759999999,7.2,60.5,11.3,23.8,37.14808044,73.51598174,2.0,6.0,5.0,1.0,32213.91055228394
113000.0,36.0,2.0,3.856229066848755,43.6334342956543,4667.0,4123.0,2157.0,21.40655646,51.84016824,21278.0,20877.08333,18.6,60.7,2.8,27.1,34.5379578,71.75398633,3.0,17.0,4.0,0.0,18971.828744230465
166500.0,71.0,3.0,3.839561939239502,43.59749221801758,4188.0,2918.0,2027.0,16.44876523,61.18791603,20392.0,20190.76923,18.7,59.2,3.6,26.3,63.84509938,85.5176541,3.0,25.0,2.0,4.0,5857.074645869808
70000.0,20.0,1.0,3.846266984939575,43.63253784179688,3898.0,3522.0,3172.0,27.408678600000002,42.31378764,15726.0,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0.0,10.0,1.0,0.0,35906.41413337577
140000.0,42.0,2.0,3.8697919845581055,43.63859939575195,5483.0,4949.0,3803.0,30.86795736,40.89298370000001,15398.0,16239.0,17.2,62.8,4.0,20.9,32.00646595,64.03806934,3.0,18.0,3.0,3.0,19099.156453923286
67000.0,25.0,1.0,3.8516669273376474,43.60090637207031,2982.0,1872.0,1692.0,17.78656126,58.52066715,20930.0,20440.0,18.8,50.2,3.1,31.3,58.86752137,82.01438849,11.0,27.0,7.0,0.0,12732.77096928219
319000.0,92.0,6.0,3.857316017150879,43.593994140625,2398.0,1575.0,1549.0,15.30032468,57.18981101,19424.0,19387.85714,16.6,58.4,3.8,30.7,65.77777778,85.74380165,4.0,19.0,3.0,1.0,4711.12525863441
172000.0,64.0,3.0,3.832762956619263,43.63299560546875,5367.0,3752.0,2500.0,17.51071967,54.33862434,19234.0,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5.0,30.0,2.0,3.0,21645.710647779724
240000.0,29.0,1.0,3.8785300254821777,43.6096305847168,4579.0,3700.0,3448.0,23.30302046,56.09625668,21635.0,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14.0,27.0,19.0,1.0,24192.264841636163
240000.0,114.0,5.0,3.8785300254821777,43.6096305847168,4579.0,3700.0,3448.0,23.30302046,56.09625668,21635.0,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14.0,27.0,19.0,1.0,24192.264841636163
45000.0,17.0,1.0,3.837946891784668,43.613468170166016,1984.0,1138.0,1261.0,31.58865575,44.66019417,13840.0,15382.692309999999,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2.0,17.0,0.0,0.0,1909.9156453923285
130500.0,70.0,3.0,3.887362003326416,43.59453582763672,2976.0,1800.0,1691.0,16.79723083,63.01684533,21808.0,20867.0,20.2,51.7,3.2,30.9,56.16666667,85.73113208,3.0,27.0,4.0,1.0,9040.267388190356
86000.0,26.0,1.0,3.842283010482788,43.62889862060547,2418.0,1836.0,1574.0,16.83833408,56.29887055,21428.0,20247.61905,18.4,59.0,4.2,28.2,56.31808279,78.25112108,3.0,16.0,0.0,0.0,8276.301130033424
176000.0,58.0,3.0,3.8926880359649663,43.60572814941406,2031.0,1519.0,1455.0,22.06353833,54.93358634,19414.0,18917.0,18.0,54.5,3.6,34.3,49.30875576,77.41935484,5.0,28.0,4.0,1.0,50421.773038357474
153000.0,70.0,3.0,3.843053102493286,43.64192199707031,5107.0,3986.0,2893.0,25.62361077,45.48889939,15696.0,16668.0,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2.0,13.0,2.0,3.0,10186.216775425752
90000.0,17.0,1.0,3.837946891784668,43.613468170166016,1984.0,1138.0,1261.0,31.58865575,44.66019417,13840.0,15382.692309999999,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2.0,17.0,0.0,0.0,1909.9156453923285
90000.0,17.0,1.0,3.837946891784668,43.613468170166016,1984.0,1138.0,1261.0,31.58865575,44.66019417,13840.0,15382.692309999999,14.7,51.3,4.8,35.6,50.79086116,77.56653992,2.0,17.0,0.0,0.0,1909.9156453923285
147000.0,48.0,2.0,3.8976409435272217,43.60198211669922,3904.0,3211.0,2728.0,17.98735369,56.36882129,19928.0,19496.0,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0.0,6.0,6.0,2.0,39471.590004774785
74000.0,20.0,2.0,3.8703539371490483,43.61505889892578,1712.0,1409.0,1226.0,19.0990991,58.13648294,23970.0,22888.0,24.9,49.0,3.3,18.0,47.12562101,66.66666667,9.0,19.0,5.0,2.0,9931.561356040109
250000.0,82.0,4.0,3.891834974288941,43.60656356811523,2031.0,1519.0,1455.0,22.06353833,54.93358634,19414.0,18917.0,18.0,54.5,3.6,34.3,49.30875576,77.41935484,5.0,28.0,4.0,1.0,17189.240808530958
225000.0,87.0,4.0,3.8654859066009517,43.60187149047852,2982.0,1872.0,1692.0,17.78656126,58.52066715,20930.0,20440.0,18.8,50.2,3.1,31.3,58.86752137,82.01438849,11.0,27.0,7.0,0.0,5984.402355562629
235000.0,98.0,5.0,3.856770038604736,43.58614349365234,3975.0,2854.0,1933.0,19.50290449,52.56518082,18102.0,18233.84615,15.9,70.7,5.2,15.6,62.64891381,86.01099572,6.0,18.0,1.0,3.0,12096.132420818081
84236.69,14.0,0.0,3.867407083511353,43.63528060913086,5483.0,4949.0,3803.0,30.86795736,40.89298370000001,15398.0,16239.0,17.2,62.8,4.0,20.9,32.00646595,64.03806934,3.0,18.0,3.0,3.0,14515.358904981696
114550.0,49.0,2.0,3.8962690830230713,43.60524368286133,3997.0,3062.0,2969.0,22.69796234,49.74160207,17299.0,17383.33333,16.0,67.2,5.1,20.1,57.90333116,76.89075629999999,2.0,6.0,6.0,0.0,24574.247970714627
137000.0,94.0,4.0,3.8528211116790767,43.62047958374024,4172.0,3154.0,2795.0,39.91313464,34.23522916,11364.0,13454.444440000001,13.0,63.6,7.1,21.9,51.01458465,77.06167706,6.0,13.0,8.0,0.0,11714.149291739615
79810.0,37.0,1.0,3.8918089866638175,43.62042236328125,2121.0,1356.0,1123.0,14.84317115,59.87780041,21546.0,21311.5,17.9,54.4,3.5,27.6,64.15929204,85.34246575,5.0,23.0,1.0,0.0,6621.040904026739
117330.0,30.0,2.0,3.8691699504852295,43.60475540161133,4826.0,3768.0,3138.0,29.54889113,47.60353653,16682.0,16927.0,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5.0,31.0,30.0,2.0,28139.42384211364
163000.0,61.0,3.0,3.8731060028076167,43.59704208374024,3521.0,2139.0,1905.0,21.78927681,53.0956848,17972.0,17921.33333,16.6,51.6,4.2,35.2,58.39177186,79.17760279999999,2.0,10.0,6.0,2.0,23046.315454400763
210700.0,19.0,1.0,3.8985059261322017,43.6016845703125,3904.0,3211.0,2728.0,17.98735369,56.36882129,19928.0,19496.0,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0.0,6.0,6.0,2.0,22664.3323253223
210700.0,32.0,2.0,3.8985059261322017,43.6016845703125,3904.0,3211.0,2728.0,17.98735369,56.36882129,19928.0,19496.0,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0.0,6.0,6.0,2.0,22664.3323253223
